stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1
984,1028,2,1,2,2,5,4,4,5,4,-1,-1,-1,-1,-1,-1,3,2,3,4,3,3,3,2,2,3,2,4,5,5,5,4,4,2,3,3,2,3,3,3,4,3,2,3,3,3,4,3,3,4,4,4,3,3,3,2,2,1400,3,0,0,1,0,0,0,0,0,246.3333333,0
985,1028,2,1,2,2,1,3,2,1,3,4,4,4,5,5,5,5,3,4,5,4,3,3,4,3,4,4,5,2,5,4,3,4,2,2,4,3,3,4,4,4,3,4,2,4,4,3,2,2,3,3,2,4,4,4,3,1,1500,6,0,0,0,0,0,1,0,0,200.3333333,0
986,1028,1,1,2,2,5,4,5,5,4,4,3,5,4,4,5,5,3,3,5,3,3,3,3,3,3,4,5,5,5,5,5,4,3,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000,4,0,0,0,1,0,0,0,0,230.3333333,0
987,1028,1,1,2,2,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,5,5,5,4,5,4,4,5,4,4,3,5,4,4,4,4,5,4,4,1400,4,0,0,0,1,0,0,0,0,202.6666667,0
988,1028,1,1,2,2,5,5,4,4,3,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,5,5,5,3,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1000,6,0,0,0,0,0,1,0,0,130,0
989,1028,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,3,4,2,3,4,4,4,4,4,3,2,3,4,4,4,4,1000,3,0,0,1,0,0,0,0,0,242,0
990,1028,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,3,4,5,5,4,4,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,1,3,3,5,5,1,3,5,5,5,1000,6,0,0,0,0,0,1,0,0,243.6666667,0
991,1028,1,1,2,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,3,2,2,3,4,4,4,4,4,4,5,3,4,5,4,4,3,4,4,4,4,4,5,5,4,-1,6,0,0,0,0,0,1,0,0,225.6666667,0
992,1028,1,1,2,2,5,5,5,5,5,4,4,4,4,1,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,4,3,4,3,3,3,3,3,5,4,3,5,5,4,4,5,4,4,3,900,8,0,0,0,0,0,0,0,1,241,0
993,1028,2,1,2,2,5,5,5,5,5,4,4,4,4,4,3,5,5,5,5,5,4,5,3,5,4,4,4,4,4,4,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,-1,3,-1,500,-5,0,0,0,0,0,0,0,0,195.3333333,0
994,,1,1,,,3,3,3,4,4,3,3,3,3,3,3,,,,,,,,,,,,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,1000,1,1,0,0,0,0,0,0,0,224.3333333,0
995,1028,1,1,2,2,4,4,3,3,2,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,3,4,4,4,2,4,3,3,3,1000,4,0,0,0,1,0,0,0,0,218.3333333,1
996,1028,1,1,2,2,4,4,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,3,4,4,2,1000,1,1,0,0,0,0,0,0,0,187.3333333,3
997,1028,2,1,2,2,4,4,3,4,4,4,3,4,4,4,3,4,5,3,5,4,3,3,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,5,800,1,1,0,0,0,0,0,0,0,196,1
998,1029,2,1,2,2,4,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,5,4,3,4,4,4,3,5,4,4,4,700,1,1,0,0,0,0,0,0,0,240,0
999,1029,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,4,4,4,2,3,4,4,4,3,4,3,4,3,3,4,4,4,600,6,0,0,0,0,0,1,0,0,240.3333333,0
1000,1029,2,1,2,2,5,5,5,5,4,4,4,4,4,1,4,5,5,5,5,4,5,4,3,4,3,5,5,4,4,5,5,4,4,5,4,4,3,5,5,4,3,5,2,3,4,4,3,2,3,4,4,4,4,3,3,4,600,6,0,0,0,0,0,1,0,0,243.6666667,0
1001,1029,1,1,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,4,4,3,3,5,5,4,2,3,3,2,5,5,4,3,600,-1,0,0,0,0,0,0,0,0,194,-1
1002,1029,1,1,2,2,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,3,4,3,3,4,2,3,2,3,3,4,3,4,4,5,4,4,4,4,4,3,1000,4,0,0,0,1,0,0,0,0,240.3333333,0
1003,1029,1,1,2,2,4,3,3,3,3,2,2,2,2,2,2,5,4,4,4,3,4,3,2,3,4,5,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,500,-1,0,0,0,0,0,0,0,0,213.6666667,-1
1004,1029,1,1,2,2,5,4,5,5,4,5,4,5,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,-1,4,4,4,2,4,5,4,3,2,4,4,4,4,3,3,4,4,4,2,3,4,4,3,-1,4,0,0,0,1,0,0,0,0,220.3333333,0
1005,1029,2,1,2,2,5,4,4,4,3,4,4,4,4,2,4,3,3,3,3,3,4,4,3,4,4,5,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,2,3,3,4,4,3,4,4,3,3,4,4,4,3,700,5,0,0,0,0,1,0,0,0,215.6666667,0
1006,1029,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,800,3,0,0,1,0,0,0,0,0,259.3333333,0
1007,1029,2,1,2,,4,5,4,4,5,3,2,2,2,1,3,3,5,5,4,5,4,4,5,5,5,4,4,5,4,3,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,3,2,3,3,3,3,2,3,3,2,3,800,3,0,0,1,0,0,0,0,0,228,1
1008,1029,2,1,2,2,3,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,3,4,4,5,4,4,4,5,5,4,3,4,4,4,4,3,2,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,1,1100,6,0,0,0,0,0,1,0,0,238.3333333,0
1009,1029,2,1,2,2,5,3,3,5,3,3,2,1,2,1,3,5,4,4,5,4,4,4,4,4,4,4,3,3,4,2,3,4,3,4,3,3,3,3,3,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4,4,3,600,1,1,0,0,0,0,0,0,0,187.3333333,0
1010,1029,2,1,2,2,5,4,5,5,4,3,3,4,4,4,4,5,5,5,5,5,4,4,4,4,3,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,3,3,3,3,3,5,3,4,4,4,3,5,4,3,4,700,3,0,0,1,0,0,0,0,0,250.3333333,0
1011,1029,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,4,4,5,5,5,4,1000,3,0,0,1,0,0,0,0,0,250.3333333,0
1012,1029,1,1,2,2,5,4,4,5,5,5,4,5,5,5,5,4,4,4,5,4,4,4,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,1000,6,0,0,0,0,0,1,0,0,231.3333333,1
1013,1029,1,1,2,2,5,4,4,4,4,4,4,4,3,3,4,5,5,5,5,5,4,4,4,5,5,5,3,3,4,4,4,4,3,5,5,5,5,4,4,4,3,4,2,4,4,4,4,2,3,4,4,3,4,3,4,4,480,6,0,0,0,0,0,1,0,0,242,0
1014,1029,1,1,2,2,4,3,4,4,3,3,3,2,5,4,4,5,5,5,5,5,5,5,5,5,3,5,4,3,5,5,3,4,4,3,4,3,3,4,4,3,2,3,3,4,4,4,4,5,5,5,5,3,5,5,4,3,700,3,0,0,1,0,0,0,0,0,218.3333333,0
1015,1029,1,1,2,2,5,5,5,5,5,4,4,4,5,4,-1,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,700,-5,0,0,0,0,0,0,0,0,246.3333333,0
1016,1029,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,3,2,3,1,3,4,5,4,5,5,5,5,5,5,5,4,3,800,6,0,0,0,0,0,1,0,0,108.6666667,0
1017,1029,2,1,2,2,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,2,4,3,4,3,4,5,4,3,2,5,4,4,3,3,5,4,2,1300,3,0,0,1,0,0,0,0,0,230,1
1018,1029,2,1,2,2,5,4,5,5,4,3,3,3,3,2,3,5,4,4,5,5,4,5,4,5,5,5,3,4,4,4,4,4,3,4,3,4,5,4,5,5,5,5,3,5,5,4,5,3,4,4,3,3,5,5,3,2,600,1,1,0,0,0,0,0,0,0,173,1
1019,1029,2,1,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4,4,5,4,5,4,4,5,3,2,2,4,3,2,3,4,5,5,1,450,5,0,0,0,0,1,0,0,0,129,2
1020,1029,1,1,2,2,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,3,3,2,4,2,4,3,5,5,4,5,5,5,4,5,4,4,4,1000,6,0,0,0,0,0,1,0,0,247.6666667,2
1021,1029,2,1,2,2,5,4,4,5,4,5,5,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,700,3,0,0,1,0,0,0,0,0,251.3333333,3
1022,1029,2,1,2,2,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,5,3,3,5,5,4,4,4,5,4,4,4,3,3,2,3,2,3,3,4,4,4,4,4,3,4,4,4,4,3,1100,6,0,0,0,0,0,1,0,0,212,0
1023,1029,2,1,2,2,4,4,4,5,4,4,4,4,4,4,4,4,5,4,3,5,5,5,3,5,3,4,4,4,2,3,4,4,3,4,3,4,4,3,3,4,3,4,2,3,4,3,4,2,3,3,3,2,5,4,4,3,700,5,0,0,0,0,1,0,0,0,200.3333333,0
1024,1029,2,1,2,2,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,4,4,5,4,3,4,3,5,3,4,4,3,4,4,4,4,4,4,4,5,5,4,1200,1,1,0,0,0,0,0,0,0,226.3333333,0
1025,1029,2,1,2,2,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,3,500,5,0,0,0,0,1,0,0,0,246,2
1026,2096,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,5,4,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,1000,6,0,0,0,0,0,1,0,0,228.6666667,0
1027,1029,1,1,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,3,3,600,1,1,0,0,0,0,0,0,0,181.3333333,0
1028,1029,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,5,3,4,4,4,4,4,3,3,3,400,6,0,0,0,0,0,1,0,0,215.3333333,0
1029,1029,1,1,2,2,5,5,3,5,3,5,4,4,5,3,4,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,4,3,3,4,3,3,3,3,2,3,3,3,3,4,4,4,3,5,5,5,4,5,5,5,4,600,1,1,0,0,0,0,0,0,0,187.3333333,1
1030,1029,2,1,2,2,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,3,4,5,4,5,5,4,5,4,4,4,4,5,5,5,3,4,5,5,4,4,4,5,4,1500,3,0,0,1,0,0,0,0,0,236.3333333,0
1031,1029,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,600,5,0,0,0,0,1,0,0,0,240.6666667,0
1032,,2,1,,,5,5,5,5,5,5,5,5,4,4,3,,,,,,,,,,,,5,5,5,5,5,5,4,4,3,4,4,5,4,4,2,4,3,3,5,4,3,4,4,4,4,2,3,4,4,3,1100,6,0,0,0,0,0,1,0,0,232,0
1033,1029,1,1,2,2,4,3,3,4,3,3,4,1,3,3,2,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,4,3,3,3,3,4,4,3,3,4,3,3,3,4,4,4,4,3,4,4,5,4,4,4,4,3,700,3,0,0,1,0,0,0,0,0,221.3333333,0
1034,1029,1,1,2,2,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,2,3,3,5,5,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,5,3,500,6,0,0,0,0,0,1,0,0,229,0
1035,1029,2,1,2,2,4,2,3,4,3,4,3,1,4,2,3,3,3,2,2,3,3,3,1,3,1,2,4,4,5,4,4,5,4,4,4,4,5,5,4,5,4,5,4,3,5,3,4,2,4,3,3,3,4,5,4,3,800,6,0,0,0,0,0,1,0,0,254,0
1036,1030,2,1,2,2,4,3,4,5,5,2,2,2,3,3,3,4,4,3,5,4,4,5,3,4,5,5,4,4,5,4,4,5,5,3,3,3,4,3,3,3,3,4,3,3,3,4,4,2,2,2,3,3,3,4,4,2,1000,1,1,0,0,0,0,0,0,0,221.3333333,0
1037,1030,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,3,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,1000,8,0,0,0,0,0,0,0,1,227.3333333,1
1038,2164,1,1,1,1,3,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,5,3,2,5,4,3,5,4,4,4,4,4,4,2,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,2,3,3,2,480,8,0,0,0,0,0,0,0,1,215.6666667,3
1039,1030,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,4,4,4,4,4,3,3,2,4,3,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,2,5,4,3,2,5,5,4,3,800,4,0,0,0,1,0,0,0,0,249.3333333,0
1040,1030,1,1,2,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,3,4,2,3,4,4,3,4,5,4,4,4,4,4,4,4,4,4,800,6,0,0,0,0,0,1,0,0,249.3333333,0
1041,1030,1,1,2,2,4,4,5,5,4,4,4,5,4,5,5,4,4,5,4,4,4,5,5,4,3,4,5,5,4,5,4,5,1,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,500,4,0,0,0,1,0,0,0,0,213,1
1042,1030,1,1,2,2,3,3,3,3,3,4,3,1,4,1,4,4,4,4,3,3,4,3,1,4,1,2,5,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,4,3,3,4,4,4,3,500,6,0,0,0,0,0,1,0,0,235,0
1043,1030,1,1,2,2,4,5,4,4,4,5,5,5,5,1,4,4,4,4,5,4,4,4,1,4,3,5,5,5,4,5,5,5,5,4,5,4,5,3,3,3,3,3,5,5,3,4,3,5,5,3,2,3,4,3,3,1,1000,6,0,0,0,0,0,1,0,0,174.3333333,0
1044,1030,1,1,2,2,5,4,4,5,4,5,5,5,5,5,5,4,3,4,4,3,3,3,3,3,3,3,3,3,5,4,4,5,5,5,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,3,4,4,3,3,340,6,0,0,0,0,0,1,0,0,183,0
1045,1030,2,1,2,2,4,4,4,4,3,3,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,4,3,2,4,4,4,3,4,3,4,4,3,4,4,4,3,3,1600,3,0,0,1,0,0,0,0,0,213.6666667,0
1046,1030,2,1,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,2,3,2,3,2,3,3,2,2,4,3,3,3,3,3,4,3,4,3,4,4,4,3,350,1,1,0,0,0,0,0,0,0,198.6666667,0
1047,1030,1,1,2,2,4,5,4,5,5,5,5,2,5,2,4,4,3,4,4,3,4,4,2,4,3,3,5,5,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,3,5,4,4,4,-1,5,5,2,650,4,0,0,0,1,0,0,0,0,190.3333333,0
1048,,2,1,,,4,4,4,5,4,4,4,5,5,5,4,,,,,,,,,,,,3,4,3,3,4,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,3,2,3,3,3,2,5,5,4,3,800,6,0,0,0,0,0,1,0,0,236,0
1049,1030,2,1,2,2,5,4,4,5,4,4,4,4,4,3,3,5,5,4,5,5,4,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,700,6,0,0,0,0,0,1,0,0,231.6666667,0
1050,1030,2,1,2,2,5,4,4,4,4,4,4,5,5,4,5,5,4,4,5,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,3,4,3,4,4,3,4,3,2,2,4,3,3,3,4,4,4,3,900,1,1,0,0,0,0,0,0,0,244.3333333,0
1051,1030,2,1,2,2,5,5,5,5,5,4,4,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,2,3,3,4,4,2,900,4,0,0,0,1,0,0,0,0,235.5,0
1052,1030,1,1,2,2,4,5,4,4,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,700,3,0,0,1,0,0,0,0,0,230,0
1053,1030,2,1,2,2,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,5,700,4,0,0,0,1,0,0,0,0,251.3333333,0
1054,1030,2,1,2,2,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,4,5,3,5,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,600,1,1,0,0,0,0,0,0,0,210.3333333,1
1055,1030,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,3,4,4,4,4,700,3,0,0,1,0,0,0,0,0,233.3333333,0
1056,1030,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2000,6,0,0,0,0,0,1,0,0,255.3333333,1
1057,1030,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,4,5,4,3,3,4,4,4,4,5,5,4,3,1000,6,0,0,0,0,0,1,0,0,254.3333333,0
1058,1030,1,1,2,2,4,4,4,4,4,3,3,3,3,3,3,5,4,4,4,4,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,1700,6,0,0,0,0,0,1,0,0,244.3333333,0
1059,1030,2,1,2,2,5,4,5,5,4,4,4,5,4,3,3,5,4,3,5,4,4,4,5,5,4,3,5,5,5,5,5,4,3,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5,3,3,4,3,3,500,-5,0,0,0,0,0,0,0,0,244.3333333,0
1060,2011,2,1,1,,5,5,5,5,5,4,4,3,5,5,5,5,5,4,5,5,5,5,4,4,5,4,3,4,2,3,5,5,3,3,4,3,3,4,4,4,3,4,4,3,3,1,2,2,2,2,3,2,-1,3,3,3,1000,1,1,0,0,0,0,0,0,0,251.3333333,0
1061,1030,1,1,2,2,5,4,4,5,4,4,4,3,3,3,4,5,5,5,5,5,4,4,3,5,5,5,4,4,3,5,4,4,3,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,700,1,1,0,0,0,0,0,0,0,182,1
1062,1030,1,1,2,2,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,2,4,3,3,4,4,3,4,3,4,4,5,3,4,3,3,3,3,4,4,3,830,4,0,0,0,1,0,0,0,0,240.6666667,0
1063,2002,2,1,1,1,5,5,5,5,5,4,5,4,5,1,5,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,4,4,4,3,4,4,3,3,905,1,1,0,0,0,0,0,0,0,242,2
1064,1030,2,1,2,2,2,3,2,2,3,1,1,1,1,1,1,3,3,2,4,5,2,2,1,3,1,3,4,5,5,3,4,5,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,2,4,4,3,2,5,4,4,1,540,1,1,0,0,0,0,0,0,0,243.3333333,0
1065,1030,2,1,2,2,4,3,3,4,4,4,3,4,4,4,5,4,3,3,5,4,4,3,4,4,4,4,4,4,2,4,4,3,2,4,4,3,3,3,3,3,3,4,3,4,3,3,3,2,2,3,3,4,3,4,4,2,1000,1,1,0,0,0,0,0,0,0,230.3333333,0
1066,1030,1,1,2,,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,1000,4,0,0,0,1,0,0,0,0,224,0
1067,1030,1,1,2,2,4,3,4,4,4,4,3,2,3,3,3,5,4,4,5,4,4,3,3,4,4,4,5,5,3,4,4,5,4,5,4,3,4,5,4,4,3,4,4,4,3,5,3,3,5,4,5,3,4,4,4,4,800,4,0,0,0,1,0,0,0,0,220,1
1068,1030,2,1,2,2,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,2,5,2,4,4,4,5,5,5,5,5,3,3,3,5,5,5,1,1000,8,0,0,0,0,0,0,0,1,251.3333333,0
1069,1030,1,1,2,2,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,5,4,4,4,3,4,5,5,5,5,3,1,4,3,4,2,4,4,4,4,3,5,4,3,5,3,2,3,2,4,4,2,4,5,2,2,1000,1,1,0,0,0,0,0,0,0,225.3333333,1
1070,1030,2,1,2,2,4,4,4,4,5,4,3,3,4,4,4,5,3,4,4,4,3,3,4,4,4,3,4,4,5,4,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,420,3,0,0,1,0,0,0,0,0,234.6666667,1
1071,,2,1,,,4,4,4,5,4,5,4,4,4,4,3,,,,,,,,,,,,5,4,4,5,4,4,3,4,4,3,3,4,4,4,4,4,5,5,4,5,4,3,5,5,5,4,5,5,5,3,1200,-1,0,0,0,0,0,0,0,0,242.6666667,-1
1072,1030,2,1,2,2,4,3,4,4,3,4,3,3,3,4,5,5,4,4,5,5,4,4,3,5,5,5,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,1000,6,0,0,0,0,0,1,0,0,204.3333333,0
1073,1030,1,1,2,2,5,4,4,4,4,4,4,1,2,1,3,4,4,3,3,4,2,2,2,2,2,3,5,4,1,4,4,5,4,3,3,2,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,3,4,5,5,5,800,3,0,0,1,0,0,0,0,0,231.3333333,0
1074,1030,1,1,2,2,5,4,4,5,4,5,4,4,5,5,5,4,4,4,4,3,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,3,5,4,5,4,4,4,3,-5,2,4,4,4,3,4,3,3,3,800,-5,0,0,0,0,0,0,0,0,207.6666667,1
