stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
902,1025,1,1,2,2,3,3,3,3,3,2,3,4,4,3,3,4,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,105,1,1,0,0,0,0,0,0,0,173.6666667,0,12.28070175,,
903,1025,1,1,2,2,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,2,2,2,4,3,2,2,3,2,2,2,2,3,4,3,3,2,4,4,4,4,4,4,3,4,500,1,1,0,0,0,0,0,0,0,208,0,12.28070175,,
904,1025,2,1,2,2,4,3,4,4,3,5,5,5,5,3,5,3,3,3,4,4,4,4,3,5,3,5,4,3,3,3,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,2,-1,2,0,1,0,0,0,0,0,0,166,0,12.28070175,,
905,1025,2,1,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,2,4,4,5,4,5,5,5,4,5,4,4,3,2,3,2,2,3,3,4,4,2,250,5,0,0,0,0,1,0,0,0,198.6666667,0,12.28070175,,
906,1025,1,1,2,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,4,3,3,3,2,4,2,3,2,3,3,2,4,2,3,3,4,4,4,4,3,4,300,1,1,0,0,0,0,0,0,0,174.3333333,0,12.28070175,,
907,1025,1,1,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,3,4,4,2,150,2,0,1,0,0,0,0,0,0,150.6666667,0,12.28070175,,
908,1025,2,1,2,2,5,5,5,5,5,3,3,5,4,3,3,3,4,4,3,4,5,5,5,5,2,2,5,5,5,5,5,2,5,5,4,2,5,5,5,5,5,5,5,5,5,5,2,1,3,5,1,1,3,3,2,1,-1,8,0,0,0,0,0,0,0,1,187.3333333,0,12.28070175,,
909,1025,2,1,2,2,4,4,3,5,4,4,4,4,4,4,4,3,3,4,3,3,3,4,5,3,4,5,4,4,3,4,5,3,3,3,4,3,4,2,2,2,2,2,3,4,3,3,4,3,3,4,4,4,4,4,3,3,190,1,1,0,0,0,0,0,0,0,188.6666667,0,12.28070175,,
910,1025,2,1,2,2,4,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,2,1,4,4,4,4,4,4,4,350,5,0,0,0,0,1,0,0,0,195.6666667,0,12.28070175,,
911,1025,2,1,2,2,5,5,5,5,4,4,4,4,5,3,5,5,4,4,5,4,4,5,4,4,4,4,4,4,2,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,2,300,1,1,0,0,0,0,0,0,0,207.6666667,0,12.28070175,,
912,1025,2,1,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,2,4,3,3,4,3,3,3,4,4,3,4,4,4,4,3,3,3,4,2,3,4,4,4,4,4,4,3,800,1,1,0,0,0,0,0,0,0,204,0,12.28070175,,
913,1025,2,1,2,2,5,4,5,5,5,4,4,5,3,4,5,-1,-1,-1,-1,-1,4,3,4,4,5,5,5,5,3,4,5,3,4,5,5,4,5,4,4,5,4,5,5,5,5,3,4,2,3,3,1,1,3,5,5,2,230,6,0,0,0,0,0,1,0,0,197,0,12.28070175,,
914,NA,2,1,NA,NA,5,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,4,3,4,4,3,4,3,3,3,4,3,3,3,3,4,4,2,4,4,4,5,4,4,3,3,1100,5,0,0,0,0,1,0,0,0,222.3333333,1,#VALUE!,,
915,1026,1,1,2,2,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,3,3,4,2,4,4,4,2,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,3,4,4,4,5,900,4,0,0,0,1,0,0,0,0,255.3333333,1,1.428571429,,
916,1026,1,1,2,2,5,4,4,5,5,4,4,3,5,4,5,5,4,4,5,5,4,4,5,5,5,5,4,5,3,4,5,4,3,3,4,4,3,4,4,3,4,3,1,2,4,3,5,3,4,4,4,4,4,4,4,3,850,3,0,0,1,0,0,0,0,0,226.6666667,2,1.428571429,,
917,2168,1,1,1,1,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,-1,-1,5,5,-1,5,5,5,5,-1,500,3,0,0,1,0,0,0,0,0,182.3333333,2,#VALUE!,,
918,1026,2,1,2,2,4,4,3,3,3,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,5,5,4,3,4,4,3,4,4,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,4,4,3,1500,1,1,0,0,0,0,0,0,0,184.6666667,0,1.428571429,,
919,1026,2,1,2,2,5,5,5,5,5,4,4,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,-1,4,5,4,3,5,5,4,5,700,3,0,0,1,0,0,0,0,0,235,0,1.428571429,,
920,1026,1,1,2,2,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,1,2,1,1,1,3,2,4,4,3,4,3,4,5,3,4,4,4,3000,3,0,0,1,0,0,0,0,0,239.3333333,2,1.428571429,,
921,1026,1,1,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,5,2,5,4,4,4,4,4,4,3,2,4,4,4,3,3,3,2,3,3,3,3,2,2,2,4,3,2,240,3,0,0,1,0,0,0,0,0,176,1,1.428571429,,
922,1026,1,1,2,NA,5,5,4,5,4,4,4,3,4,5,5,5,5,5,5,4,4,4,3,3,4,4,5,4,5,5,5,5,5,5,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,2,800,3,0,0,1,0,0,0,0,0,228.6666667,1,1.428571429,,
923,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,3,3,3,4,5,5,5,5,5,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,1000,-5,0,0,0,0,0,0,0,0,#DIV/0!,1,1.70212766,,
924,NA,1,1,NA,NA,5,5,5,5,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,4,3,4,4,3,4,4,4,4,3,3,4,3,3,4,4,5,4,5,5,4,5,5,5,3,600,4,0,0,0,1,0,0,0,0,#DIV/0!,0,#VALUE!,,
925,NA,1,1,NA,NA,5,5,4,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,5,4,3,5,4,3,5,4,4,5,3,5,4,4,5,4,3,2,4,4,3,2,3,4,4,3,550,1,1,0,0,0,0,0,0,0,#DIV/0!,0,#VALUE!,,
926,NA,1,1,NA,NA,5,4,4,5,4,4,4,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,2,3,3,4,4,4,4,4,5,3,4,5,4,5,3,5,5,4,4,4,4,4,4,1400,6,0,0,0,0,0,1,0,0,#DIV/0!,0,#VALUE!,,
927,NA,2,1,NA,NA,4,4,4,5,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,650,1,1,0,0,0,0,0,0,0,#DIV/0!,0,#VALUE!,,
928,NA,1,1,NA,NA,4,4,4,4,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,4,4,4,4,5,5,4,4,3,5,4,4,4,4,4,3,3,4,4,4,3,4,3,3,900,4,0,0,0,1,0,0,0,0,#DIV/0!,1,#VALUE!,,
929,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,5,5,5,5,600,3,0,0,1,0,0,0,0,0,#DIV/0!,1,1.70212766,,
930,1027,2,1,2,2,5,5,4,5,5,3,4,3,3,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,3,4,4,3,550,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
931,1027,1,1,2,2,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,4,4,3,3,3,3,3,3,3,3,3,4,4,4,5,4,3,4,4,4,3,4,4,4,3,1000,4,0,0,0,1,0,0,0,0,#DIV/0!,0,1.70212766,,
932,1027,1,1,2,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,2,4,4,4,3,5,4,3,3,4,4,3,4,3,3,4,1000,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
933,1027,2,1,2,2,5,5,5,5,5,5,5,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,3,4,2,4,3,4,3,4,4,4,4,5,4,5,5,4,4,3,500,3,0,0,1,0,0,0,0,0,#DIV/0!,0,1.70212766,,
934,1027,1,1,2,2,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,4,4,4,3,3,4,3,4,4,5,5,4,5,5,5,5,5,5,4,4,800,3,0,0,1,0,0,0,0,0,#DIV/0!,0,1.70212766,,
935,NA,1,1,NA,NA,5,5,5,5,5,4,5,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,3,3,3,3,3,4,4,4,3,3,3,3,3,5,3,3,4,4,4,3,4,5,4,2,2000,4,0,0,0,1,0,0,0,0,#DIV/0!,1,#VALUE!,,
936,1027,1,1,2,2,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,800,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
937,1027,1,1,2,2,5,5,4,5,4,1,1,1,2,1,1,5,4,4,4,4,3,2,1,4,2,4,5,5,5,4,5,5,4,4,3,3,4,4,4,4,3,4,2,4,4,4,4,3,3,4,4,3,4,4,3,4,1400,6,0,0,0,0,0,1,0,0,#DIV/0!,1,1.70212766,,
938,2001,2,1,1,1,4,5,3,4,5,5,5,5,5,5,5,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,1,3,3,4,3,4,3,4,4,3,3,4,4,1,500,1,1,0,0,0,0,0,0,0,#DIV/0!,1,#VALUE!,,
939,1027,2,1,2,2,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,2,2,2,3,4,3,3,4,4,3,3,3,4,3,2,2,4,3,3,3,4,4,5,2,700,3,0,0,1,0,0,0,0,0,#DIV/0!,1,1.70212766,,
940,1027,2,1,2,2,5,5,4,5,4,5,4,5,4,4,4,5,5,4,5,4,5,5,3,5,5,5,5,5,5,4,5,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,2,2,4,3,3,3,3,4,4,3,1500,6,0,0,0,0,0,1,0,0,#DIV/0!,2,1.70212766,,
941,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,5,3,1,1800,6,0,0,0,0,0,1,0,0,#DIV/0!,1,1.70212766,,
942,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,4,4,5,5,4,2,4,3,4,3,4,4,1,4,2,3,3,5,4,4,5,5,3,3,4,3,3,1,1400,3,0,0,1,0,0,0,0,0,#DIV/0!,1,1.70212766,,
943,1027,1,1,2,2,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,-1,5,0,0,0,0,1,0,0,0,#DIV/0!,0,1.70212766,,
944,1027,1,1,2,2,5,4,5,5,4,4,3,4,4,4,5,5,4,4,5,4,5,3,4,5,5,1,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,5,4,4,5,5,5,5,900,6,0,0,0,0,0,1,0,0,#DIV/0!,0,1.70212766,,
945,1027,1,1,2,2,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,3,4,3,4,4,4,4,4,4,4,3,500,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
946,1027,2,1,2,2,3,3,2,4,4,3,3,2,3,4,4,4,3,3,4,4,3,3,4,5,5,4,4,4,2,3,5,5,4,3,4,3,4,5,5,4,3,4,4,4,3,4,4,4,5,5,4,5,5,5,5,3,700,6,0,0,0,0,0,1,0,0,#DIV/0!,0,1.70212766,,
947,1027,2,1,2,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,3,900,3,0,0,1,0,0,0,0,0,#DIV/0!,0,1.70212766,,
948,NA,2,1,NA,NA,4,4,4,3,4,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,5,4,3,3,3,4,4,4,4,2,4,4,4,4,3,2,1,3,3,4,3,3,4,3,1,900,3,0,0,1,0,0,0,0,0,#DIV/0!,1,#VALUE!,,
949,1027,1,1,2,2,5,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,1000,6,0,0,0,0,0,1,0,0,#DIV/0!,0,1.70212766,,
950,1027,2,1,2,2,4,4,3,5,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,5,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,700,1,1,0,0,0,0,0,0,0,#DIV/0!,1,1.70212766,,
951,1027,2,1,2,2,5,4,4,5,4,4,5,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,5,2,2,3,3,3,2,4,4,5,4,5,3,3,4,4,4,2,4,5,4,3,4,4,4,3,1200,6,0,0,0,0,0,1,0,0,#DIV/0!,0,1.70212766,,
952,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,3,4,4,4,4,600,3,0,0,1,0,0,0,0,0,#DIV/0!,0,1.70212766,,
953,1027,1,1,2,2,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,800,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
954,NA,1,1,NA,NA,5,5,5,5,5,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,4,3,3,4,4,4,4,4,4,4,4,5,4,3,4,4,3,4,3,4,4,3,400,4,0,0,0,1,0,0,0,0,#DIV/0!,0,#VALUE!,,
955,1027,1,1,2,2,5,4,3,5,3,4,4,4,3,2,4,5,4,4,5,4,5,5,5,5,5,5,4,3,4,4,4,4,2,4,4,3,3,3,3,3,3,4,2,3,3,4,4,2,3,4,3,4,4,4,3,3,800,1,1,0,0,0,0,0,0,0,#DIV/0!,1,1.70212766,,
956,1027,1,1,2,2,4,5,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,4,3,3,2,5,4,4,5,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,4,3,2,520,4,0,0,0,1,0,0,0,0,#DIV/0!,0,1.70212766,,
958,1027,1,1,2,2,4,5,4,3,-1,4,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,3,3,1,2,2,4,3,5,5,2,5,5,5,5,5,5,4,4,1000,3,0,0,1,0,0,0,0,0,#DIV/0!,0,1.70212766,,
959,1027,1,1,2,2,5,3,3,5,3,2,1,3,1,3,2,5,3,2,5,3,-1,5,3,3,2,4,5,5,5,5,5,4,2,4,4,2,4,4,3,4,2,3,2,3,4,5,5,5,4,4,-1,2,4,4,3,2,200,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
960,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,4,4,4,3,3,-1,4,3,4,3,4,4,3,4,4,4,3,3,4,4,3,3,4,3,4,1400,3,0,0,1,0,0,0,0,0,#DIV/0!,1,1.70212766,,
961,1027,2,1,2,2,5,4,4,5,5,1,2,3,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,4,3000,3,0,0,1,0,0,0,0,0,#DIV/0!,2,1.70212766,,
962,1027,2,1,2,2,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,2,5,5,2,3,2,1,2,3,3,3,2,2,3,2,3,4,3,3,2,3,2,4,3,4,2,3,5,4,2,450,6,0,0,0,0,0,1,0,0,#DIV/0!,0,1.70212766,,
963,NA,1,1,NA,NA,5,5,5,5,5,5,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,4,3,4,4,3,5,5,5,5,4,5,5,4,5,5,5,3,4,5,5,4,5,5,5,4,350,4,0,0,0,1,0,0,0,0,#DIV/0!,0,#VALUE!,,
964,1027,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,1500,1,1,0,0,0,0,0,0,0,#DIV/0!,1,1.70212766,,
965,1027,1,1,2,2,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,3,5,4,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,4,3,4,5,4,4,3,4,3,2,3,5,4,2,1,500,3,0,0,1,0,0,0,0,0,#DIV/0!,1,1.70212766,,
966,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,3,4,3,3,4,3,4,3,3,3,4,3,2,4,4,4,4,4,3,3,3,900,8,0,0,0,0,0,0,0,1,#DIV/0!,0,1.70212766,,
967,1027,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,700,1,1,0,0,0,0,0,0,0,#DIV/0!,1,1.70212766,,
968,1027,2,1,2,2,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,5,5,4,4,4,3,3,4,4,4,5,5,4,3,3,3,3,3,2,4,3,4,2,3,4,4,3,1000,5,0,0,0,0,1,0,0,0,#DIV/0!,1,1.70212766,,
969,1027,1,1,2,2,5,5,5,5,5,4,5,3,4,3,4,5,5,5,5,5,4,4,4,4,5,5,4,5,5,4,4,4,2,2,3,2,3,3,3,4,3,4,2,4,4,5,5,4,4,5,5,5,5,5,4,3,1000,4,0,0,0,1,0,0,0,0,#DIV/0!,1,1.70212766,,
970,1027,1,1,2,2,4,3,4,5,5,4,3,5,4,2,5,4,5,5,4,4,3,4,3,4,5,4,4,5,5,5,4,4,3,4,4,3,3,4,4,4,4,5,3,3,5,5,5,5,5,5,4,4,4,5,5,3,1000,6,0,0,0,0,0,1,0,0,#DIV/0!,0,1.70212766,,
971,1027,2,1,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,3,3,4,3,3,4,5,5,3,4,3,3,2,3,4,4,4,500,1,1,0,0,0,0,0,0,0,#DIV/0!,0,1.70212766,,
972,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,#DIV/0!,NA,#VALUE!,,
973,NA,1,1,NA,NA,5,5,5,5,5,5,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,5,3,2,4,3,2,4,4,4,4,3,3,3,3,3,5,4,4,3,4,3,3,4,4,3,3,1000,1,1,0,0,0,0,0,0,0,211,1,#VALUE!,,
974,1028,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,600,1,1,0,0,0,0,0,0,0,224.6666667,1,2.255639098,,
975,1028,1,1,2,2,5,4,4,5,4,4,4,3,4,3,4,5,4,3,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,3,4,2,4,3,3,2,2,2,4,4,4,4,3,3,4,3,4,4,4,4,3,4,550,4,0,0,0,1,0,0,0,0,241,0,2.255639098,,
976,1028,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,3,4,4,3,5,4,2,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,5,4,4,4,3,1000,6,0,0,0,0,0,1,0,0,214.3333333,0,2.255639098,,
977,NA,1,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,2,3,4,4,4,4,3,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,3,2,650,3,0,0,1,0,0,0,0,0,229,0,#VALUE!,,
978,1028,2,1,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,5,5,5,5,4,5,4,4,5,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4000,4,0,0,0,1,0,0,0,0,235,0,2.255639098,,
979,1028,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,4,3,3,3,2,3,4,4,4,4,3,4,4,4,3,4,4,3,3,1255,3,0,0,1,0,0,0,0,0,250,1,2.255639098,,
980,1028,1,1,2,2,5,5,5,5,5,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,3,2,3,3,4,4,3,4,3,4,2,4,4,3,5,3,4,4,5,4,4,4,4,4,800,-5,0,0,0,0,0,0,0,0,232,1,2.255639098,,
981,1028,1,1,2,2,5,3,4,5,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,2,3,5,4,2,1500,-1,0,0,0,0,0,0,0,0,204.6666667,1,2.255639098,,
982,1028,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,4,3,2,4,2,3,2,3,4,4,4,2,4,4,4,2,5,5,3,3,1000,6,0,0,0,0,0,1,0,0,226,0,2.255639098,,
983,1028,2,1,2,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,3,4,4,2,3,3,2,4,4,4,4,3,3,4,5,4,4,4,5,5,5,5,4,4,400,6,0,0,0,0,0,1,0,0,214.6666667,1,2.255639098,,
984,1028,2,1,2,2,5,4,4,5,4,-1,-1,-1,-1,-1,-1,3,2,3,4,3,3,3,2,2,3,2,4,5,5,5,4,4,2,3,3,2,3,3,3,4,3,2,3,3,3,4,3,3,4,4,4,3,3,3,2,2,1400,3,0,0,1,0,0,0,0,0,246.3333333,0,2.255639098,,
985,1028,2,1,2,2,1,3,2,1,3,4,4,4,5,5,5,5,3,4,5,4,3,3,4,3,4,4,5,2,5,4,3,4,2,2,4,3,3,4,4,4,3,4,2,4,4,3,2,2,3,3,2,4,4,4,3,1,1500,6,0,0,0,0,0,1,0,0,200.3333333,0,2.255639098,,
986,1028,1,1,2,2,5,4,5,5,4,4,3,5,4,4,5,5,3,3,5,3,3,3,3,3,3,4,5,5,5,5,5,4,3,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000,4,0,0,0,1,0,0,0,0,230.3333333,0,2.255639098,,
